dm_1,lai_2,foto_2,lai_1,temp_1,lai_3,lai_4,foto_1,mikro_1,meldug_4,straaling_1,straaling_3,dm_4,nedboer_3,middel_2,temp_3,dm_2,nedboer_1,meldug_1,middel_1,mikro_3,lai_0,dm_3,meldug_2,nedboer_2,straaling_4,temp_4,foto_3,udbytte,mikro_2,middel_3,temp_2,meldug_3,straaling_2,foto_4
17,7,10,6,0,4,1,12,0,0,1,0,56,0,1,1,29,0,0,1,0,3,52,0,1,2,0,18,72,1,2,3,0,1,8
6,2,9,2,0,2,1,7,2,0,1,0,39,1,0,1,18,2,2,0,2,0,37,0,1,0,1,13,56,2,2,0,0,1,5
20,5,15,5,2,4,1,14,2,0,1,1,71,2,3,1,42,2,0,1,3,2,64,0,2,2,0,18,10,2,1,0,0,3,8
11,4,11,5,0,3,1,9,2,8,0,0,61,2,3,1,26,2,5,0,3,3,48,4,0,0,0,16,2,1,3,1,4,3,12
9,2,8,3,0,1,0,8,3,0,0,1,33,2,1,1,18,2,5,0,3,3,33,6,2,1,1,12,50,3,2,0,0,1,5
8,3,9,3,0,2,1,7,0,0,0,1,38,2,2,2,18,0,5,3,3,1,29,8,1,1,0,11,55,3,2,1,1,0,9
18,6,8,5,0,3,1,12,0,0,1,0,49,0,0,1,25,0,1,3,0,3,43,0,2,0,1,14,66,2,1,1,0,0,8
11,4,9,4,0,3,1,9,2,0,0,1,50,2,0,1,22,2,0,1,3,1,47,0,2,0,2,17,67,2,2,1,0,0,7
13,5,8,5,1,3,1,9,2,0,0,0,48,0,3,0,22,0,6,2,0,3,41,1,2,2,2,15,65,3,1,1,4,0,8
14,3,9,3,1,2,0,10,3,0,0,1,33,2,0,0,24,2,8,0,3,0,41,2,1,0,0,14,50,1,0,1,0,0,0
13,4,10,4,1,3,1,10,3,0,0,0,52,2,2,1,26,1,1,2,3,1,45,0,1,2,0,16,68,2,3,0,0,0,9
9,5,8,5,0,3,1,8,2,0,0,0,51,2,1,1,19,2,3,1,2,3,42,0,0,0,0,16,67,0,3,1,0,0,9
14,6,12,6,1,4,1,9,3,0,0,1,64,0,2,1,30,0,6,0,0,3,54,6,2,0,2,19,4,2,1,1,0,1,11
12,4,8,4,0,3,1,9,3,0,0,0,52,0,3,1,21,2,2,0,1,2,42,0,0,1,2,15,68,1,1,3,0,0,11
15,3,7,3,0,2,1,10,3,0,1,2,47,1,1,0,24,2,5,0,1,3,40,4,1,0,0,12,63,0,2,1,1,0,9
10,4,9,4,3,3,1,9,3,0,1,1,47,2,1,1,21,2,8,3,3,2,43,3,2,2,1,16,63,2,0,1,1,0,6
18,6,11,5,0,4,1,12,3,0,0,0,56,1,2,2,32,2,1,3,3,3,51,6,0,0,1,15,72,2,2,0,0,0,8
12,2,10,2,2,0,0,10,2,2,1,1,28,2,3,2,25,1,3,3,3,0,24,3,1,0,2,3,46,1,1,3,7,1,5
15,5,12,6,0,3,1,11,2,0,0,0,60,1,0,1,31,1,6,0,1,3,52,2,1,0,1,15,1,2,1,0,0,1,9
6,1,3,1,0,1,0,5,3,0,0,1,13,2,0,1,5,2,7,1,2,2,11,8,0,2,0,6,32,1,2,0,1,2,4
16,6,12,5,0,4,1,11,2,0,0,0,64,0,0,2,33,2,2,0,0,1,57,0,2,0,1,18,4,2,0,2,0,1,10
16,7,10,6,0,5,2,11,2,0,1,1,71,2,1,1,29,2,4,2,2,2,60,0,1,2,0,22,12,2,2,0,0,2,13
15,4,10,4,0,3,1,12,1,0,1,3,60,0,3,1,27,1,6,2,2,2,53,0,0,2,0,19,1,2,2,1,0,1,9
21,5,11,6,0,4,1,14,2,0,1,1,64,1,0,0,34,2,0,3,2,2,61,0,1,2,1,20,4,2,2,1,0,0,7
10,6,8,6,0,4,1,8,2,1,2,0,54,0,3,0,20,2,2,3,0,3,39,2,1,0,0,15,70,3,0,3,8,0,13
10,1,5,5,0,0,0,9,1,0,0,0,21,1,1,2,15,0,3,3,1,3,17,7,1,0,1,4,39,0,2,0,4,1,5
13,2,9,2,1,1,0,9,3,0,3,0,39,1,3,1,25,1,5,2,2,0,40,1,1,2,1,11,56,3,1,3,4,1,4
15,3,8,3,0,2,1,11,2,0,3,1,46,0,0,2,25,2,5,1,3,3,43,2,2,2,1,14,62,2,0,2,1,0,6
14,3,7,4,3,2,1,10,1,0,1,0,52,1,1,1,21,0,5,1,3,4,37,1,2,1,0,13,68,3,2,3,0,0,13
15,6,10,5,1,4,1,11,0,0,0,2,53,1,3,1,26,1,2,2,1,2,51,0,1,2,1,18,69,2,0,2,0,0,6
16,5,13,6,1,3,1,11,0,1,1,1,55,2,3,1,34,0,2,2,2,3,55,0,2,0,2,17,71,3,3,1,1,1,5
5,1,6,1,3,1,0,5,1,0,0,1,18,1,0,1,10,0,7,0,3,2,21,3,0,2,1,10,37,1,2,1,6,0,1
12,6,11,5,0,4,1,9,2,0,0,0,61,2,0,1,27,2,1,0,3,3,54,0,0,1,0,19,1,2,2,0,0,0,10
16,6,11,7,0,4,1,11,0,0,0,0,64,0,1,0,30,0,8,0,0,4,54,0,0,0,1,17,5,1,2,1,0,0,11
12,5,13,5,0,3,1,9,3,0,0,2,52,1,0,1,30,0,5,0,0,3,50,4,0,2,1,14,68,1,2,3,0,1,6
10,2,9,2,0,1,1,9,1,0,1,3,37,0,0,0,22,1,5,1,0,0,34,2,0,2,0,11,54,0,3,2,1,0,7
15,3,8,3,0,2,1,10,2,0,1,0,45,0,0,2,23,2,4,0,1,1,37,0,2,2,0,12,61,3,0,1,0,0,8
13,5,10,5,0,3,1,10,2,0,0,0,51,0,2,1,24,2,6,2,1,2,42,0,0,0,0,15,68,1,3,1,0,0,10
14,5,12,6,0,3,1,11,3,0,1,1,65,2,1,1,29,2,1,2,2,3,53,0,2,0,1,18,5,3,2,1,0,1,12
7,2,7,2,2,2,1,6,0,0,2,1,34,0,0,1,17,0,5,1,1,1,32,4,0,2,2,13,51,1,2,3,0,1,6
20,4,12,4,0,2,1,14,2,0,3,0,54,0,0,1,34,2,4,0,1,2,45,0,1,2,1,11,70,0,3,2,0,0,9
7,2,10,2,2,2,1,7,0,0,2,0,43,1,2,1,20,0,7,2,3,3,37,1,1,2,1,14,59,0,0,0,0,3,8
11,7,12,7,0,5,1,9,0,0,0,1,61,2,2,1,27,1,1,2,3,4,57,0,2,1,1,22,2,3,2,1,0,1,7
15,6,11,6,0,4,1,11,2,0,0,0,61,2,3,1,30,1,4,1,3,3,48,0,2,1,1,14,2,3,0,1,0,0,13
12,7,13,7,0,4,1,10,2,0,2,0,55,0,2,2,29,2,0,1,1,3,47,0,1,1,2,16,71,2,2,1,0,3,10
14,4,11,5,0,3,1,11,3,1,1,0,54,0,3,1,27,2,1,3,2,2,45,6,0,0,1,14,70,1,0,0,3,3,10
11,7,11,7,2,5,2,8,0,0,2,2,52,0,0,1,24,0,4,0,3,3,44,0,2,2,1,15,68,3,2,1,0,1,10
11,5,12,6,0,3,1,9,2,0,0,1,55,0,2,1,28,1,1,2,0,3,47,0,2,2,1,15,71,3,0,1,0,1,10
10,0,4,5,0,0,0,8,3,0,2,0,14,0,1,0,13,1,8,3,1,3,17,7,1,2,2,5,33,2,0,2,6,3,1
17,6,10,6,1,5,2,12,1,0,1,0,58,2,1,1,29,0,2,2,3,3,49,0,2,2,0,16,73,2,3,0,0,0,11
3,1,5,1,0,1,0,4,0,4,1,0,12,0,0,0,8,1,7,3,1,3,19,5,2,0,1,10,32,3,0,3,3,0,0
15,4,11,5,0,2,1,10,0,0,0,3,65,1,2,0,29,0,3,1,2,3,53,0,1,2,0,19,6,2,0,1,0,1,12
11,6,15,5,2,5,2,9,2,0,0,0,71,1,1,1,30,1,0,2,0,2,57,0,1,0,1,20,12,3,3,0,0,1,13
0,0,0,0,0,0,0,0,2,6,1,0,7,2,3,0,0,1,7,0,2,1,5,6,1,2,1,5,11,2,0,1,3,0,3
7,3,10,2,1,2,1,6,1,0,0,1,47,2,2,1,20,1,5,2,3,1,34,4,0,1,1,11,63,0,1,2,0,1,11
12,2,7,3,0,2,1,9,1,1,1,1,56,2,2,0,20,0,4,2,3,0,40,0,2,1,1,15,71,3,3,3,0,1,14
12,7,13,7,0,4,1,10,3,0,0,3,72,0,0,0,30,1,2,1,0,4,66,0,1,2,1,24,12,0,3,0,0,1,9
17,6,9,7,3,4,1,11,1,0,0,1,66,2,0,1,27,0,8,0,2,4,58,1,1,2,2,22,6,3,0,3,0,2,10
8,4,9,4,0,3,1,7,1,0,2,0,47,2,3,1,21,0,1,0,2,1,41,0,2,0,1,14,63,2,0,0,0,0,8
20,4,15,5,0,2,1,14,2,0,1,1,59,0,0,1,41,1,3,2,0,3,55,0,0,2,0,13,74,0,2,0,0,3,8
13,5,12,6,0,3,1,10,0,0,0,1,52,2,2,0,27,0,6,3,3,3,48,4,2,0,1,17,68,2,3,0,0,1,7
12,7,10,7,3,5,2,10,1,0,0,0,62,1,2,1,26,0,4,1,2,4,54,1,0,2,1,19,3,1,0,0,0,0,11
11,5,9,5,0,4,1,9,3,2,0,0,49,1,0,0,22,2,1,0,3,3,48,0,1,0,0,18,66,3,3,0,0,0,6
15,5,11,5,1,3,1,10,2,0,0,1,46,0,3,2,27,1,3,1,1,3,44,0,0,0,2,14,62,1,2,0,0,1,6
11,4,12,4,3,2,1,9,3,0,0,0,53,2,3,1,28,2,8,3,3,2,48,3,1,0,2,15,69,3,2,0,3,1,7
19,4,11,5,0,3,1,13,2,1,3,1,55,1,1,2,33,2,1,1,3,2,53,0,2,2,1,15,71,2,3,0,0,1,6
13,6,11,6,0,4,1,10,1,0,0,1,67,0,2,1,27,0,8,0,0,3,57,2,1,0,1,21,7,3,0,0,0,0,11
16,4,9,5,3,2,1,11,3,0,1,3,49,2,0,1,26,2,8,2,3,2,44,2,1,2,1,14,66,0,2,0,0,0,7
15,7,17,7,0,6,2,11,3,0,0,0,74,2,2,2,40,2,2,1,3,3,63,0,1,0,1,18,14,3,2,0,0,3,13
18,4,12,5,1,3,1,12,2,0,1,1,66,1,1,2,33,2,4,0,3,2,54,0,1,1,1,16,6,3,2,3,0,1,13
10,7,6,7,1,5,2,9,1,0,0,1,61,1,1,1,16,0,4,2,3,3,47,0,2,0,0,22,2,3,3,1,0,2,13
5,1,6,1,2,1,0,4,0,1,0,2,21,1,1,0,11,0,7,3,2,2,21,5,2,0,2,8,39,3,2,0,6,1,4
15,6,11,6,0,4,1,11,0,0,1,0,47,1,1,1,28,0,1,2,3,4,47,0,0,2,1,16,63,1,0,1,0,1,5
10,5,10,5,0,4,1,8,1,0,2,0,57,2,0,0,23,0,4,3,3,2,45,4,1,2,0,17,72,2,1,1,0,1,11
3,1,5,1,1,1,0,5,0,0,3,1,16,0,2,2,7,1,7,3,1,1,19,5,1,0,2,10,35,3,0,0,2,1,2
13,6,13,6,0,4,1,10,2,0,0,1,58,2,1,0,29,0,6,1,2,3,56,0,0,2,0,20,73,1,0,0,0,1,7
14,6,11,6,0,3,1,11,2,0,0,1,54,2,0,1,29,1,2,0,2,3,52,0,2,1,1,18,70,2,3,1,0,1,7
22,6,9,6,3,4,1,14,1,0,3,1,58,1,1,1,31,0,2,2,2,4,54,0,2,2,1,17,73,2,2,0,0,0,7
5,3,9,4,0,1,0,6,3,1,2,2,24,2,3,0,16,1,4,1,2,1,20,2,2,1,0,7,41,3,2,0,3,1,6
16,4,8,4,1,3,1,11,2,0,0,1,51,1,2,1,24,1,6,0,3,1,48,0,1,0,2,17,68,2,3,2,0,0,7
7,3,9,3,1,2,1,6,1,1,2,0,42,0,3,0,18,0,5,1,0,1,35,2,1,0,1,13,58,3,3,0,6,0,9
16,4,12,4,2,3,1,11,3,0,0,0,48,2,1,2,30,1,2,3,3,1,46,8,1,2,1,13,63,0,1,0,0,1,7
13,5,7,5,0,3,1,9,0,0,0,0,55,1,2,0,21,0,1,0,3,2,49,0,1,2,0,19,70,3,2,3,0,0,8
15,5,12,5,0,4,1,11,0,0,1,0,58,0,1,1,31,0,6,0,1,3,52,0,2,1,0,17,73,2,0,1,0,3,8
18,6,12,5,1,4,1,12,0,0,3,1,61,0,1,1,35,0,8,1,1,2,60,0,2,0,1,19,2,2,2,0,0,1,5
21,6,14,7,0,4,1,14,1,0,1,0,61,0,3,1,41,0,6,0,0,4,63,4,0,2,1,17,1,2,2,0,1,1,6
6,2,8,2,0,1,0,7,1,0,0,1,19,1,3,1,16,1,5,3,1,0,24,3,2,2,1,8,37,2,2,0,6,0,0
14,2,7,3,1,1,0,10,3,0,1,1,34,0,1,0,20,2,3,3,0,0,35,5,0,2,1,11,51,0,2,0,4,1,4
18,3,9,3,0,2,1,12,3,0,1,3,51,0,1,1,28,2,3,2,1,1,49,2,1,2,1,16,67,1,2,3,0,1,7
4,0,0,1,0,0,0,4,1,7,0,1,0,1,2,2,0,0,7,3,1,1,0,7,2,2,1,0,0,3,3,3,3,1,0
10,3,7,3,1,2,1,8,2,0,0,0,37,0,0,2,16,2,8,2,1,0,31,1,2,0,0,12,55,2,1,1,0,0,8
15,7,11,7,3,4,1,10,1,0,0,1,55,2,3,0,28,0,1,3,3,3,51,0,2,1,1,18,71,2,1,1,0,1,7
0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,1,7,3,1,3,0,7,1,2,1,0,0,3,2,1,2,1,3
7,2,6,2,0,1,0,6,2,2,0,0,21,2,0,0,12,1,7,1,2,3,27,6,2,2,0,12,39,3,3,1,1,1,0
16,5,12,5,1,3,1,12,0,0,1,0,53,0,3,1,33,0,2,3,1,2,50,1,0,0,1,14,69,1,2,0,6,1,6
14,5,10,5,2,3,1,10,0,0,0,0,48,2,2,1,27,0,6,3,2,2,47,4,1,2,1,15,65,3,1,3,0,1,6
14,6,11,6,0,4,1,11,2,0,0,0,57,1,2,1,29,2,8,1,2,3,53,0,1,2,0,18,73,2,2,1,0,0,8
20,5,13,6,0,4,1,13,2,0,1,0,68,1,2,0,39,2,6,3,0,3,63,6,0,0,2,18,8,1,1,2,0,1,10
14,6,10,6,0,4,1,11,1,0,0,1,59,2,0,1,26,0,0,2,3,4,56,0,1,2,1,21,74,3,1,0,0,0,6
14,4,9,4,0,3,1,11,0,0,0,1,55,1,2,2,24,0,6,0,3,1,50,0,2,2,1,18,71,2,2,1,0,0,8
11,1,6,3,2,1,1,9,0,1,0,1,43,1,3,1,17,0,7,3,3,3,32,7,2,2,0,11,60,2,2,0,3,0,10
11,5,11,5,0,4,1,9,3,0,2,1,63,1,2,0,25,2,1,3,0,3,60,4,2,0,1,23,4,3,2,0,0,0,7
11,2,10,3,0,1,0,8,1,0,0,1,22,1,1,2,24,0,5,3,1,1,30,5,0,1,1,8,39,1,1,0,1,1,0
9,4,10,4,0,2,1,7,2,0,2,1,45,1,2,2,20,2,8,3,3,1,36,8,2,2,2,14,62,3,3,3,0,1,10
12,5,12,6,3,3,1,9,3,0,0,0,51,2,3,0,28,1,4,1,2,3,49,0,1,2,0,16,67,3,1,0,0,1,7
14,6,12,6,0,4,1,11,2,0,0,1,64,2,3,0,30,2,6,1,3,3,57,0,1,2,1,20,4,2,2,2,0,0,9
19,5,14,5,0,4,1,13,3,0,3,1,62,2,1,1,38,2,8,1,2,3,62,6,2,1,1,18,3,2,0,0,0,1,6
12,4,6,4,2,3,1,9,0,0,2,0,39,0,0,1,18,0,6,0,1,1,36,0,0,2,0,15,56,0,0,1,0,2,7
16,1,6,3,2,1,0,12,0,6,1,3,31,1,1,1,22,1,7,3,3,4,40,7,2,2,0,13,48,2,0,0,6,1,0
10,4,11,4,0,3,1,8,0,1,0,0,49,2,1,1,23,0,6,3,3,2,42,4,1,2,0,15,66,2,3,1,0,1,8
11,2,8,3,0,1,0,10,2,0,1,3,27,1,0,2,20,0,4,0,1,0,29,0,2,2,2,9,45,2,3,1,0,0,4
10,5,13,5,0,3,1,8,1,0,0,0,49,2,3,1,27,0,8,2,3,2,46,1,1,2,0,15,65,1,1,1,2,1,6
8,4,12,4,3,3,1,6,3,0,2,0,43,2,2,1,25,2,3,0,2,1,42,1,2,2,1,13,60,3,1,0,0,1,6
16,7,11,7,0,5,2,11,0,0,0,0,81,1,3,1,32,0,8,2,2,4,57,0,1,1,0,18,20,3,0,0,0,1,18
11,4,8,4,0,3,1,9,1,0,1,1,49,0,1,2,22,0,2,1,1,1,42,0,2,2,0,15,66,3,2,1,0,0,8
10,4,10,5,0,3,1,8,1,0,0,1,53,2,3,0,24,0,4,2,3,2,48,0,2,2,1,17,69,2,3,0,0,0,7
15,3,10,4,0,2,0,12,1,0,1,0,33,2,3,2,28,1,3,0,3,3,41,2,1,0,0,12,50,0,2,1,2,3,0
12,7,14,7,3,5,1,9,1,1,0,3,78,2,1,0,32,0,4,0,3,3,71,0,1,0,0,27,18,2,3,2,0,0,9
10,3,12,3,1,1,0,8,1,5,0,1,34,2,3,0,27,0,5,1,3,2,41,6,1,0,2,12,51,2,3,0,8,3,0
6,4,7,4,0,3,1,6,0,0,2,2,42,1,1,2,14,0,1,0,2,1,28,0,1,0,1,12,59,1,3,1,0,0,11
16,6,14,7,0,4,1,11,3,0,0,0,64,1,1,1,36,2,2,3,2,3,64,8,2,2,1,20,4,3,0,0,2,1,6
12,4,12,4,1,3,1,8,2,0,0,1,56,2,2,0,28,2,6,2,2,1,52,0,0,2,0,19,71,1,0,1,0,3,9
16,4,10,4,1,3,1,11,1,0,1,1,70,2,2,1,28,0,6,0,3,2,56,0,0,1,1,19,9,2,0,2,0,0,13
7,2,7,3,2,2,1,6,0,0,2,0,41,2,0,1,15,0,6,0,3,0,34,0,1,2,0,14,58,1,0,0,0,0,8
15,0,0,4,1,0,0,10,2,0,0,0,7,2,2,1,9,2,5,3,3,3,13,7,1,2,1,6,11,2,1,0,4,0,0
10,5,14,5,0,3,1,8,2,0,2,0,59,1,2,1,31,0,1,2,2,2,50,0,2,0,2,15,74,3,0,1,0,3,11
10,4,15,4,3,3,1,8,3,0,2,1,55,2,1,1,31,2,4,3,3,1,51,6,1,0,2,17,70,2,2,2,0,1,7
12,4,10,5,3,3,1,10,1,0,1,0,49,0,2,0,24,0,0,3,1,2,41,1,2,2,2,14,66,3,2,1,0,0,9
13,5,9,5,3,3,1,9,3,0,0,0,45,0,2,1,24,2,8,1,3,2,43,0,2,0,1,15,61,2,1,2,0,0,6
11,4,11,5,0,2,1,10,0,0,0,1,53,1,3,1,26,1,0,2,1,2,46,0,1,1,1,16,69,2,1,0,0,1,8
13,4,10,4,2,3,1,10,0,0,0,3,51,2,2,1,25,1,1,1,3,2,46,0,1,0,1,16,67,1,3,0,0,0,8
19,5,10,6,0,4,1,13,0,0,3,0,68,1,3,1,31,0,6,0,3,3,54,1,0,1,0,18,8,0,2,0,0,0,14
18,7,10,6,0,4,1,13,3,0,1,1,60,1,0,1,30,2,0,3,3,3,54,2,2,2,2,19,1,3,1,0,0,0,8
16,3,8,3,0,2,1,12,3,1,1,0,45,1,2,2,26,2,5,0,3,2,39,3,1,2,1,12,61,0,3,0,0,1,9
15,3,7,4,0,2,0,11,1,0,1,2,28,1,0,2,23,0,8,0,3,1,35,2,1,0,0,11,46,3,1,3,0,0,0
6,4,10,4,0,3,1,6,2,0,2,3,56,2,2,1,19,2,5,1,3,4,50,2,2,2,0,21,71,3,1,0,0,0,9
7,7,11,6,0,5,1,7,3,0,2,0,54,2,0,1,20,1,4,2,3,3,49,0,0,2,2,20,70,1,3,0,0,0,8
10,4,11,4,1,3,1,8,3,4,0,0,56,1,1,0,25,2,5,1,2,3,52,4,1,2,0,19,71,3,3,0,2,1,8
12,6,15,6,0,4,1,9,0,0,0,0,68,2,1,0,34,1,1,2,2,3,61,0,0,0,0,20,8,0,1,1,0,3,9
16,5,16,4,1,3,1,11,0,0,3,2,61,1,3,1,39,1,0,1,2,1,56,0,0,0,1,14,2,0,3,0,0,3,8
13,6,10,7,1,4,1,10,2,0,0,0,52,0,1,0,27,2,0,2,1,4,50,0,1,2,1,16,68,3,2,1,0,1,6
0,0,0,0,3,0,0,0,3,7,0,1,6,0,3,1,0,1,7,3,1,0,0,7,2,0,1,2,75,2,3,0,7,0,6
9,1,5,1,0,1,0,7,2,4,1,0,20,0,1,0,13,2,7,0,0,3,21,8,2,2,1,8,38,3,3,3,6,1,3
9,2,7,2,0,1,0,7,0,0,0,1,18,2,2,1,17,0,7,2,3,3,22,6,2,2,1,6,36,3,0,1,2,0,1
14,5,15,5,3,4,1,10,1,0,1,1,66,0,0,0,36,0,2,2,2,2,66,0,1,2,0,21,6,2,1,0,0,1,6
12,6,12,6,3,3,1,9,3,0,0,0,46,2,1,2,28,1,3,0,3,3,46,8,1,2,1,14,62,3,1,2,2,1,6
9,7,11,6,3,4,1,8,1,0,0,1,60,0,2,0,23,1,0,0,1,3,55,0,2,0,0,21,1,2,1,1,0,0,9
14,6,12,7,0,4,1,10,2,0,0,3,60,0,3,0,31,1,1,2,1,3,56,0,1,2,0,19,1,2,1,0,0,1,7
16,6,12,6,0,4,1,11,3,0,0,3,67,0,0,1,32,2,0,0,1,3,66,0,1,2,0,24,7,1,0,0,0,0,6
14,4,11,5,0,3,1,11,0,0,0,0,55,0,1,1,26,0,3,0,0,3,48,4,2,0,1,16,70,3,0,0,0,0,9
22,5,12,6,0,3,1,14,0,0,1,1,62,2,3,1,38,0,8,0,2,3,59,1,1,2,0,16,3,1,0,1,0,1,6
6,1,8,2,0,0,0,6,0,6,0,1,11,1,3,1,15,0,5,3,3,0,11,7,1,1,1,0,29,0,1,1,5,1,4
4,0,3,1,1,0,0,4,1,8,2,1,5,0,3,0,6,0,7,2,1,3,1,6,1,2,0,0,64,0,3,0,1,1,4
20,3,11,4,0,2,1,13,0,1,1,0,47,2,0,2,33,0,5,3,3,3,43,3,2,2,1,10,63,2,3,0,1,1,6
7,2,8,2,0,1,0,6,0,0,0,0,24,1,2,0,16,0,8,0,1,0,27,2,1,0,1,9,41,2,1,0,0,0,2
16,5,9,6,0,3,1,12,2,0,0,3,52,0,1,1,28,1,1,2,0,3,50,0,2,2,0,17,68,3,2,3,0,0,8
11,4,12,4,2,2,1,9,2,0,0,1,41,0,1,2,27,2,2,1,1,1,38,0,1,0,0,11,58,3,3,0,0,1,5
12,2,9,3,0,1,0,8,1,0,0,1,28,2,3,2,22,0,3,2,3,0,34,1,0,0,0,10,46,0,2,2,0,1,0
8,6,10,6,3,4,1,7,2,0,2,1,64,2,2,1,22,2,8,0,2,3,51,1,1,1,0,21,5,3,1,0,0,0,12
16,7,15,7,0,4,1,11,2,0,1,0,67,1,2,0,37,2,0,0,0,3,64,0,2,2,1,19,7,2,1,0,0,1,6
17,3,13,3,1,2,1,12,1,0,3,1,62,1,3,1,35,1,8,2,3,0,54,4,0,0,1,15,3,0,0,0,0,3,10
12,2,7,3,0,2,1,9,3,0,1,1,42,2,3,1,19,2,8,0,2,0,36,1,2,2,1,14,59,2,0,2,0,0,7
15,6,11,7,0,4,1,11,3,0,0,0,61,2,2,1,29,1,1,0,2,3,58,0,2,2,2,20,1,3,3,0,0,1,7
13,6,11,7,0,4,1,10,3,0,0,1,69,1,2,0,28,1,1,3,0,4,56,8,2,0,2,20,9,3,1,3,0,1,12
11,4,9,5,0,2,1,10,3,0,0,0,44,2,3,1,20,2,6,0,2,3,38,1,1,2,1,14,60,0,2,0,1,0,8
12,3,8,3,1,2,1,9,3,0,0,1,40,2,3,1,20,2,6,2,2,1,33,0,0,2,0,12,57,0,3,0,0,0,9
17,3,8,6,1,2,0,13,3,4,3,2,28,1,1,2,26,0,8,3,1,3,35,5,2,2,1,10,46,3,3,3,4,1,0
9,4,11,6,1,3,1,8,1,0,0,0,55,0,1,0,24,0,4,3,1,3,46,3,0,0,2,16,71,0,1,0,1,0,10
15,6,11,6,3,4,1,11,3,0,1,0,63,2,0,0,29,2,0,3,3,3,59,0,1,0,1,21,4,1,1,1,0,1,8
11,3,10,3,3,2,1,8,1,0,0,1,54,1,1,1,24,0,6,2,1,0,45,0,1,2,1,15,70,1,0,1,0,1,9
15,6,13,6,0,3,1,10,0,0,1,0,55,0,0,2,34,0,8,2,1,4,49,0,0,2,1,14,71,0,2,1,0,1,8
12,4,12,5,0,3,1,9,2,0,0,1,63,0,3,0,28,1,8,1,0,3,52,0,1,1,2,18,4,3,3,0,0,1,12
23,6,12,6,2,3,1,15,0,0,1,0,71,1,2,1,39,0,4,1,1,3,61,0,0,1,1,16,12,0,0,0,0,1,10
15,6,9,6,0,4,1,11,3,0,1,0,56,1,3,1,26,2,6,2,2,3,47,0,0,1,2,16,72,0,1,1,0,0,10
18,5,12,5,0,4,2,12,2,0,1,1,75,0,3,2,34,2,8,1,2,2,60,0,1,2,0,20,15,1,3,3,0,1,14
15,4,15,4,2,2,0,11,0,7,0,0,45,2,3,0,36,0,5,1,3,2,52,8,2,2,0,14,61,2,3,2,5,1,0
11,1,4,2,0,1,0,8,1,0,0,1,22,2,0,2,13,1,3,1,3,0,29,4,2,0,1,12,40,2,3,0,0,0,0
6,2,8,3,0,2,1,6,0,2,2,0,45,1,2,1,15,0,8,3,0,1,33,6,1,0,1,13,62,1,3,0,1,0,11
11,3,11,4,0,2,1,8,0,0,0,0,51,1,0,1,26,1,1,2,1,1,39,0,2,0,0,11,67,2,2,1,0,1,11
1,0,0,0,2,0,0,2,0,0,2,1,8,2,1,1,0,0,7,3,3,1,7,5,1,0,2,6,22,2,3,2,0,3,3
12,3,7,4,3,2,0,9,3,0,1,2,31,2,2,0,20,2,8,3,3,2,35,5,1,2,2,13,49,3,2,1,2,2,3
11,1,5,2,0,0,0,9,2,0,1,0,19,2,2,0,14,2,5,0,3,2,16,8,0,2,0,3,37,1,0,3,1,1,5
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,7,3,3,4,0,5,2,0,1,0,0,3,0,3,8,0,0
13,5,9,4,0,4,1,10,0,0,1,0,56,0,0,1,23,0,2,3,0,1,51,1,2,2,2,20,72,3,3,0,0,0,7
14,3,9,4,1,3,1,10,2,0,0,1,53,2,0,0,24,2,4,3,2,1,46,6,2,2,0,17,69,3,3,1,0,0,8
7,2,7,2,1,1,0,6,3,0,2,0,22,2,0,2,15,2,5,2,3,0,26,2,0,0,1,10,40,1,1,3,0,1,1
16,5,8,5,0,4,1,11,2,0,0,2,51,1,0,2,26,2,3,2,1,3,45,1,1,1,0,15,67,1,1,3,0,0,8
10,3,9,3,0,2,1,8,0,0,0,0,47,2,0,2,20,0,2,3,3,0,38,2,2,2,1,15,63,3,3,0,0,1,9
11,5,10,5,0,4,1,9,3,0,0,0,54,2,2,1,23,1,2,0,3,2,44,0,2,2,2,16,70,2,2,0,0,0,10
4,1,5,1,3,1,0,4,1,0,2,1,22,2,2,1,7,0,7,0,3,3,23,6,0,1,0,12,40,0,0,0,0,1,3
8,2,10,2,3,1,0,7,1,2,1,1,26,2,1,1,21,0,7,0,3,3,34,6,1,2,2,11,44,2,3,1,0,3,0
9,5,13,6,0,3,1,8,1,0,0,1,54,2,3,0,27,0,0,3,2,3,47,0,2,0,2,16,70,3,0,0,0,1,9
21,4,9,5,0,2,1,15,0,0,1,2,47,1,1,2,29,0,0,1,1,2,40,0,0,2,1,11,63,2,3,0,0,0,9
12,6,12,5,0,4,1,10,0,0,0,2,47,2,0,0,28,0,0,3,2,3,44,0,2,2,2,14,63,3,3,1,0,1,7
15,3,11,4,0,2,1,10,0,0,1,1,57,1,1,0,28,0,8,0,2,1,49,1,0,1,2,15,73,0,3,2,0,1,11
10,3,7,3,1,2,1,8,0,0,0,1,43,2,3,0,18,0,5,2,2,3,41,1,1,0,2,16,60,1,2,3,6,0,5
13,5,9,6,3,3,1,9,1,0,2,2,46,0,3,1,24,1,6,2,1,3,41,1,2,2,1,14,62,2,2,1,0,0,7
